id;texto;termo;classe
3.3.4.1;Os estudos preliminares têm por objetivo identificar e analisar os cenários para o atendimento da necessidade, bem  como  demonstrar  a  adequação  das  soluções  identificadas,  contemplando  as  informações  necessárias  para subsidiar a elaboração do Termo de Referência e o respectivo processo de contratação.;termo;documento
3.3.4.1;Os estudos preliminares têm por objetivo identificar e analisar os cenários para o atendimento da necessidade, bem  como  demonstrar  a  adequação  das  soluções  identificadas,  contemplando  as  informações  necessárias  para subsidiar a elaboração do Termo de Referência e o respectivo processo de contratação.;processo administrativo;documento
3.3.4.3;Para  elaboração  dos  estudos  devem  ser  considerados,  sempre  que  possível,  o  histórico  das  licitações anteriores com objeto semelhante, objetivando a melhoria contínua do processo.;processo administrativo;documento
3.3.4.3;Para  elaboração  dos  estudos  devem  ser  considerados,  sempre  que  possível,  o  histórico  das  licitações anteriores com objeto semelhante, objetivando a melhoria contínua do processo.;deve;processo
3.3.4.4;Considerando  que  a  atuação  da  CAIXA  deve  ser  voltada  para  a  implementação  de  ações  em  consonância com as diretrizes socioambientais e climáticas dispostas no [MN, PO001] e [MN, OR210] com vistas a sua efetividade e adequadas à dimensão e à relevância da exposição aos riscos social, ambiental e climático, conforme [MN, CR553], os  estudos  preliminares  devem  considerar  os  possíveis  impactos  ambientais  e  avaliar  inclusões  de  condições contratuais que visem contribuir para promoção do desenvolvimento nacional sustentável.;deve;processo
3.3.4.4;Considerando  que  a  atuação  da  CAIXA  deve  ser  voltada  para  a  implementação  de  ações  em  consonância com as diretrizes socioambientais e climáticas dispostas no [MN, PO001] e [MN, OR210] com vistas a sua efetividade e adequadas à dimensão e à relevância da exposição aos riscos social, ambiental e climático, conforme [MN, CR553], os  estudos  preliminares  devem  considerar  os  possíveis  impactos  ambientais  e  avaliar  inclusões  de  condições contratuais que visem contribuir para promoção do desenvolvimento nacional sustentável.;avaliar;processo
3.3.4.6;"A documentação que compõe os estudos preliminares deve conter, quando couber, as seguintes informações: a)  descrição da necessidade que caracterize o interesse público envolvido; b)  descrição  dos  requisitos  necessários  e  suficientes  à  escolha  do  objeto,  demonstrando  a  conveniência  e  a oportunidade da futura contratação e prevendo critérios e práticas de sustentabilidade, tais como: ▪ descrição de possíveis impactos ambientais e respectivas medidas mitigadoras, incluídos requisitos de baixo consumo de energia e de outros recursos, bem como logística reversa para desfazimento e reciclagem de bens e refugos, quando aplicável; ▪ inserção de critérios de responsabilidade social, ambiental e/ou climática na especificação técnica do objeto;";deve;processo
11;"/ 47 c)  levantamento de mercado, que consiste na prospecção e análise das alternativas de soluções, podendo, entre outras opções: ▪ considerar contratações similares feitas por outros órgãos e entidades, com objetivo de identificar a existência de novas metodologias, tecnologias ou inovações que melhor atendam às necessidades; e ▪ realizar consulta ou reunião públicas com potenciais fornecedores para coleta de contribuições; d)  definição do modelo de contratação do objeto, alinhado à estratégia corporativa; e)  demonstração da relação custo/benefício; f)  estimativa  preliminar  das  quantidades  a  serem  contratadas,  acompanhadas  das  memórias  de  cálculo  e  dos documentos  que  lhe  dão  suporte,  considerando  a  interdependência  com  outras  contratações,  de  modo  a possibilitar economia de escala; g)  estimativa preliminar do valor da contratação, acompanhada dos preços unitários referenciais, das memórias de cálculo e dos documentos que lhe dão suporte; h)  contratações correlatas e/ou interdependentes; i)  demonstração do alinhamento entre a contratação e o planejamento da CAIXA, identificando a previsão no Plano de Aquisições; j) justificativas  para  as  exigências  de  qualificação  técnica,  qualificação  econômico -financeira,  participação  de empresas em consórcio, cooperativa, não parcelamento do objeto e subcontratação; k)  descrição da solução que atende à necessidade da CAIXA; l)  posicionamento  conclusivo  sobre  a  adequação  da  contratação  para  o  atendimento  da  necessidade  a  que  se destina; m) requisitos da contratação; n)  forma e critérios de seleção do fornecedor.";realizar;processo
11;"/ 47 c)  levantamento de mercado, que consiste na prospecção e análise das alternativas de soluções, podendo, entre outras opções: ▪ considerar contratações similares feitas por outros órgãos e entidades, com objetivo de identificar a existência de novas metodologias, tecnologias ou inovações que melhor atendam às necessidades; e ▪ realizar consulta ou reunião públicas com potenciais fornecedores para coleta de contribuições; d)  definição do modelo de contratação do objeto, alinhado à estratégia corporativa; e)  demonstração da relação custo/benefício; f)  estimativa  preliminar  das  quantidades  a  serem  contratadas,  acompanhadas  das  memórias  de  cálculo  e  dos documentos  que  lhe  dão  suporte,  considerando  a  interdependência  com  outras  contratações,  de  modo  a possibilitar economia de escala; g)  estimativa preliminar do valor da contratação, acompanhada dos preços unitários referenciais, das memórias de cálculo e dos documentos que lhe dão suporte; h)  contratações correlatas e/ou interdependentes; i)  demonstração do alinhamento entre a contratação e o planejamento da CAIXA, identificando a previsão no Plano de Aquisições; j) justificativas  para  as  exigências  de  qualificação  técnica,  qualificação  econômico -financeira,  participação  de empresas em consórcio, cooperativa, não parcelamento do objeto e subcontratação; k)  descrição da solução que atende à necessidade da CAIXA; l)  posicionamento  conclusivo  sobre  a  adequação  da  contratação  para  o  atendimento  da  necessidade  a  que  se destina; m) requisitos da contratação; n)  forma e critérios de seleção do fornecedor.";orgao;entidade_coletiva
3.3.4.7;O documento que consolida os estudos preliminares realizados é público e deve ser anexado no momento da formalização da solicitação de contratação no SICLG, devidamente assinado pelos responsáveis pela elaboração.;deve;processo
3.3.4.7;O documento que consolida os estudos preliminares realizados é público e deve ser anexado no momento da formalização da solicitação de contratação no SICLG, devidamente assinado pelos responsáveis pela elaboração.;realizar;processo
3.3.4.8;No  Anexo  IV  consta  um  roteiro  para  os  estudos  preliminares  com  orientações  para  sua  elaboração  e  um modelo do documento está disponibilizado no Portal GECOT no SharePoint. 3.3.5 GERENCIAMENTO DE RISCOS;anexo;documento
3.3.5.1;"O gerenciamento de risco deve permear todos os processos de contratação, desde as fases de preparação, seleção do fornecedor e sua contratação até a gestão do contrato, e contempla as seguintes etapas: a)  identificação dos riscos que possam comprometer a efetividade do planejamento da contratação, da seleção do fornecedor e da gestão contratual e/ou que impeçam o alcance dos resultados que atendam às necessidades da contratação; b)  avaliação  dos  riscos  identificados,  consistindo  na  mensuração  da  probabilidade  de  ocorrência,  criticidade  e impacto; c)  definição de ações para eliminar, mitigar ou aceitar a ocorrência dos eventos e suas consequências; d)  definição dos responsáveis pelas ações de tratamento dos riscos; e)  monitoramento das ações estabelecidas.";processo administrativo;documento
3.3.5.1;"O gerenciamento de risco deve permear todos os processos de contratação, desde as fases de preparação, seleção do fornecedor e sua contratação até a gestão do contrato, e contempla as seguintes etapas: a)  identificação dos riscos que possam comprometer a efetividade do planejamento da contratação, da seleção do fornecedor e da gestão contratual e/ou que impeçam o alcance dos resultados que atendam às necessidades da contratação; b)  avaliação  dos  riscos  identificados,  consistindo  na  mensuração  da  probabilidade  de  ocorrência,  criticidade  e impacto; c)  definição de ações para eliminar, mitigar ou aceitar a ocorrência dos eventos e suas consequências; d)  definição dos responsáveis pelas ações de tratamento dos riscos; e)  monitoramento das ações estabelecidas.";deve;processo
3.3.5.2.1;O  documento  elaborado  deve  guardar  pertinência  com  as  especificidades  da  pretensão  de  contratação, evitando-se indicações genéricas.;deve;processo
3.3.5.2.1;O  documento  elaborado  deve  guardar  pertinência  com  as  especificidades  da  pretensão  de  contratação, evitando-se indicações genéricas.;custodiar;processo
3.3.5.2.2;O Mapa de Riscos produzido durante o planejamento deve ser disponibilizado na formalização da solicitação de contratação no SICLG.;deve;processo
3.3.5.2.2;O Mapa de Riscos produzido durante o planejamento deve ser disponibilizado na formalização da solicitação de contratação no SICLG.;produz;relacionamento
12;/ 47 3.3.6 TERMO DE REFERÊNCIA;termo;documento
3.3.6.1;O Termo de Referência deverá ser elaborado a partir dos estudos preliminares e do gerenciamento de riscos.;termo;documento
3.3.6.1.1;Para fins desse normativo o Projeto Básico, utilizado em caso de obras e serviços de engenharia, também é denominado Termo de Referência.;termo;documento
3.3.6.1.1;Para fins desse normativo o Projeto Básico, utilizado em caso de obras e serviços de engenharia, também é denominado Termo de Referência.;utiliza;relacionamento
3.3.6.2;"No Termo de Referência devem ser contempladas as seguintes informações: a)  descrição detalhada do objeto, inclusive quantidade, quando for o caso; b)  justificativa para o não parcelamento do objeto, quando for o caso; c)  itens que compõem o objeto a ser contratado; d)  condições de fornecimento e/ou execução do objeto; e)  prazos de entrega e/ou execução do objeto; f) informações técnicas que possibilitem a correta precificação por parte do fornecedor relacionados aos métodos e prazos de execução do objeto; g)  critérios de medição e de pagamento, quando for o caso; h)  obrigações da contratada específicas ao objeto da contratação; i)  cláusulas  de  segurança  da  informação  de  acordo  com  o  Grau  de  Criticidade  em  Segurança  da  Informação definido para o objeto; j)  cláusulas de privacidade para o objeto que prevê tratamento de dados pessoais; k)  Matriz de Risco, no caso de contratações de obras e serviços comuns de engenharia; l)  demais  elementos  que  o  Gestor  entenda  necessário  para  a  perfeita  contratação  e  execução  dos  serviços  ou fornecimento.";termo;documento
3.3.6.2;"No Termo de Referência devem ser contempladas as seguintes informações: a)  descrição detalhada do objeto, inclusive quantidade, quando for o caso; b)  justificativa para o não parcelamento do objeto, quando for o caso; c)  itens que compõem o objeto a ser contratado; d)  condições de fornecimento e/ou execução do objeto; e)  prazos de entrega e/ou execução do objeto; f) informações técnicas que possibilitem a correta precificação por parte do fornecedor relacionados aos métodos e prazos de execução do objeto; g)  critérios de medição e de pagamento, quando for o caso; h)  obrigações da contratada específicas ao objeto da contratação; i)  cláusulas  de  segurança  da  informação  de  acordo  com  o  Grau  de  Criticidade  em  Segurança  da  Informação definido para o objeto; j)  cláusulas de privacidade para o objeto que prevê tratamento de dados pessoais; k)  Matriz de Risco, no caso de contratações de obras e serviços comuns de engenharia; l)  demais  elementos  que  o  Gestor  entenda  necessário  para  a  perfeita  contratação  e  execução  dos  serviços  ou fornecimento.";deve;processo
3.3.6.3.1;O Termo de Referência deve contemplar as cláusulas recomendadas no referido Guia de acordo com o grau definido.;termo;documento
3.3.6.3.1;O Termo de Referência deve contemplar as cláusulas recomendadas no referido Guia de acordo com o grau definido.;deve;processo
3.3.6.3.1.1;No caso de contratações diretas ou contratos de adesão nos quais as diretrizes não podem ser atendidas, cabe  ao  Gestor  avaliar  a  necessidade  da  contratação  e  promover  os  ajustes  necessários,  justificados  mediante parecer técnico, na forma exigida pelo Guia.;avaliar;processo
3.3.6.3.1.2;Em  relação  às  cláusulas  de  privacidade  e  proteção  de  dados  pessoais,  exceções  devem  ser  objeto  de análise jurídica.;deve;processo
3.3.6.3.3;Nos  casos  de  contratação  que  não  tenha  disponibilização  de  Termo  de  Referência,  o  gestor  demandante deve  enviar  as  cláusulas  de  segurança  da  informação  e  de  privacidade  em  anexo  específico,  juntamente  às especificações do objeto, que fará parte do contrato.;anexo;documento
3.3.6.3.3;Nos  casos  de  contratação  que  não  tenha  disponibilização  de  Termo  de  Referência,  o  gestor  demandante deve  enviar  as  cláusulas  de  segurança  da  informação  e  de  privacidade  em  anexo  específico,  juntamente  às especificações do objeto, que fará parte do contrato.;termo;documento
3.3.6.3.3;Nos  casos  de  contratação  que  não  tenha  disponibilização  de  Termo  de  Referência,  o  gestor  demandante deve  enviar  as  cláusulas  de  segurança  da  informação  e  de  privacidade  em  anexo  específico,  juntamente  às especificações do objeto, que fará parte do contrato.;deve;processo
3.3.6.4;Na contratação de qualquer fornecedor que trate dados da CAIXA fora do ambiente da CAIXA, que não estejam classificados como #PUBLICO, incluindo requisitos específicos para contratações de serviços em nuvem, o Termo de Referência  deve  contemplar  as  cláusulas  mínimas  definidas  no  Guia  CAIXA  de  Diretrizes  Gerais  de  Segurança Cibernética para fornecedores, como forma de atender aos requisitos de segurança cibernética;termo;documento
3.3.6.4;Na contratação de qualquer fornecedor que trate dados da CAIXA fora do ambiente da CAIXA, que não estejam classificados como #PUBLICO, incluindo requisitos específicos para contratações de serviços em nuvem, o Termo de Referência  deve  contemplar  as  cláusulas  mínimas  definidas  no  Guia  CAIXA  de  Diretrizes  Gerais  de  Segurança Cibernética para fornecedores, como forma de atender aos requisitos de segurança cibernética;deve;processo
3.3.6.4.1;Nos  casos  de  contratação  que  não  tenha  disponibilização  de  Termo  de  Referência,  o  gestor  demandante deve enviar as cláusulas mínimas definidas no guia, juntamente às especificações do objeto para compor o contrato, para atendimento aos requisitos de segurança cibernética.;termo;documento
3.3.6.4.1;Nos  casos  de  contratação  que  não  tenha  disponibilização  de  Termo  de  Referência,  o  gestor  demandante deve enviar as cláusulas mínimas definidas no guia, juntamente às especificações do objeto para compor o contrato, para atendimento aos requisitos de segurança cibernética.;deve;processo
3.3.6.5;Para  contratação  de  obras  e  serviços  comuns  de  engenharia  devem  ser  anexados  os  projetos  executivos, exceto  se  demonstrada  nos  estudos  preliminares  a  inexistência  de  prejuízo  para  a  aferição  dos  padrões  de desempenho e qualidade almejados.;deve;processo
3.3.6.7;A contratação que possa causar impacto negativo sobre bens do patrimônio cultural, histórico, arqueológico e imaterial tombados deve obter autorização da esfera de governo encarregada da proteção do respectivo patrimônio ,;deve;processo
13;/ 47 e  as  medidas  de  compensação  dos  impactos  devem  ser  determinadas  pelas  instâncias  competentes  da  CAIXA,  na forma da legislação aplicável.;deve;processo
3.3.6.7.1.1;Quando  se  tratar  de  prestação  de  serviços  contínuos  de  caráter  acessório,  o  gestor  deverá  adequar  o Termo  de  Referência  às  definições  e  critérios  do  [MN,  AD244],  observando  em  especial  a  vedação  de  contratação por postos, exceto àqueles autorizados na referida norma ou em parecer da GETEM.;termo;documento
3.3.6.7.1.1;Quando  se  tratar  de  prestação  de  serviços  contínuos  de  caráter  acessório,  o  gestor  deverá  adequar  o Termo  de  Referência  às  definições  e  critérios  do  [MN,  AD244],  observando  em  especial  a  vedação  de  contratação por postos, exceto àqueles autorizados na referida norma ou em parecer da GETEM.;norma;legislacao
3.3.6.7.2;Deverão  estar  descritos  no  Termo  de  Referência,  na  especificação  e/ou  nas  obrigações  da  contratada específicas ao objeto, critério e/ou práticas de sustentabilidade social, ambiental e/ou climática e demais condições contratuais para promoção do desenvolvimento nacional  sustentável, conforme os estudos preliminares realizados.;termo;documento
3.3.6.7.2;Deverão  estar  descritos  no  Termo  de  Referência,  na  especificação  e/ou  nas  obrigações  da  contratada específicas ao objeto, critério e/ou práticas de sustentabilidade social, ambiental e/ou climática e demais condições contratuais para promoção do desenvolvimento nacional  sustentável, conforme os estudos preliminares realizados.;realizar;processo
3.4.1;Cabe ao gestor, detentor do conhecimento técnico sobre o objeto, realizar pesquisa de mercado para obtenção do  preço  estimado  da  licitação  ou  do  preço  proposto  para  a  contratação  direta,  conforme  orientações  abaixo,  e demonstrar que o valor orçado está de acordo com o praticado no mercado.;realizar;processo
3.4.2;Realizado o planejamento da contratação conforme indicado no item [MN,  3.3], com os estudos preliminares e a  definição  do  objeto  da  contratação  e  suas  especificações,  o  gestor  efetua  a  pesquisa  de  preços,  prospectando   o mercado a fim de averiguar o preço de comercialização do bem ou serviço e documenta a pesquisa.;realizar;processo
3.4.4;A  pesquisa  de  preços  deve  ser  ampla  com  o  objetivo  de  alcançar  a  melhor  proposta  à  CAIXA,  devendo  ser auferido o maior número possível de orçamentos com fornecedores do ramo e demais fontes.;deve;processo
1;"(um)  ano  anterior  à  data  de  cadastramento  da  demanda  no  SICLG,  inclusive  mediante  sistema  de  registro  de preços, observado o índice de atualização de preços correspondente; ▪ Consulta  pública  no  Portal  de  Compras  CAIXA,  desde  que  as  propostas  de  preços  estejam  compreendidas  no período de 6 (seis) meses anterior à data de cadastramento da demanda no SICLG; ▪ Banco  de  dados  da  Administração  Pública  ou  cadastros  de  preços  mantidos  pelo  Poder  Público,  a  exemplo  do SIASG-SICAF/MPOG e SINAPI/CEF, considerando a validade de 1 (um) ano anterior à data de cadastramento da demanda no SICLG; ▪ Cadastros  ou  banco  de  preço  de  fornecedores  internos  ou  externos  ou  mantidos  por  entidades  de  pesquisa,  a exemplo da Catho e FGV,  válidos por 6 (seis) meses anteriores à data de cadastramento da demanda no SICLG, contendo a data e a hora de acesso; ▪ Listas de preços oficiais ou veiculadas por publicações especializadas válidas por 6 (seis) meses anteriores à data de cadastramento da demanda no SICLG, contendo a data e a hora de acesso. ▪ Painel  de  Preços  de  domínio  público  no  link  http://paineldeprecos.planejamento.gov.br/  válido  por  até  1  (um)  ano anterior à data de cadastramento da demanda no SICLG.";registro;documento
3.4.5.1;"Quando a pesquisa de preços for realizada diretamente com os fornecedores, nos termos do  1º marcador do item [MN, 3.4.5], deverá ser observado: ▪ Prazo de resposta conferido ao fornecedor compatível com a complexidade do objeto a ser licitado; ▪ Obtenção de propostas formais contendo, no mínimo: m) Descrição do objeto, valor unitário e total; n)  Número  do  Cadastro  de  Pessoa  Física  –  CPF,  ou  do  Cadastro  Nacional  de  Pessoa  Jurídica  –  CNPJ  do proponente;";termo;documento
3.4.5.1;"Quando a pesquisa de preços for realizada diretamente com os fornecedores, nos termos do  1º marcador do item [MN, 3.4.5], deverá ser observado: ▪ Prazo de resposta conferido ao fornecedor compatível com a complexidade do objeto a ser licitado; ▪ Obtenção de propostas formais contendo, no mínimo: m) Descrição do objeto, valor unitário e total; n)  Número  do  Cadastro  de  Pessoa  Física  –  CPF,  ou  do  Cadastro  Nacional  de  Pessoa  Jurídica  –  CNPJ  do proponente;";realizar;processo
14;"/ 47 o)  Endereço físico, eletrônico e telefone de contato; e p)  Data de emissão da proposta. q)  Nome completo e identificação do responsável. ▪ Registro nos autos de contratação da relação de fornecedores que foram consultados e não enviaram propostas;";registro;documento
14;"/ 47 o)  Endereço físico, eletrônico e telefone de contato; e p)  Data de emissão da proposta. q)  Nome completo e identificação do responsável. ▪ Registro nos autos de contratação da relação de fornecedores que foram consultados e não enviaram propostas;";responsavel;entidade_coletiva
3.4.6;Quando tratar de contratação direta por inexigibilidade com fornecedor único/exclusivo, deve ser comprovado o  preço  praticado  pelo  fornecedor  ou  profissional  com  outros  clientes,  considerada  a  complexidade  e  natureza  do serviço  ou  do  bem  a  ser  fornecido,  apresentando  cópias  de  contratos,  notas  fiscais  e/ou  outros  documentos comprobatórios.;deve;processo
3.4.7;Para obras e serviços de engenharia pode ser adotada planilha orçamentárias elaborada por engenheiros e/ou arquitetos  CAIXA  ou  Escritório  de  Engenharia  e  Arquitetura  Terceirizada  (EEAT)  com  indicação  das  fontes  de pesquisa utilizadas, devidamente assinada pelo responsável técnico e com identificação da empresa contratada.;planilha;documento
3.4.7;Para obras e serviços de engenharia pode ser adotada planilha orçamentárias elaborada por engenheiros e/ou arquitetos  CAIXA  ou  Escritório  de  Engenharia  e  Arquitetura  Terceirizada  (EEAT)  com  indicação  das  fontes  de pesquisa utilizadas, devidamente assinada pelo responsável técnico e com identificação da empresa contratada.;responsavel;entidade_coletiva
3.4.8;O orçamento de referência do custo global de obras e serviços de engenharia deve ser obtido a partir de custos unitários  de  insumos  ou  serviços  menores  ou  iguais  à  mediana  de  seus  correspondentes  no  Sistema  Nacional  de Pesquisa de Custos e Índices da Construção Civil (SINAPI), no caso de construção civil em geral, ou no Sistema de Custos  Referenciais  de  Obras  (SICRO),  no  caso  de  obras  e  serviços  rodoviários,  devendo  ser  observadas  as peculiaridades geográficas.;deve;processo
3.4.8.1;No caso de inviabilidade da definição dos custos conforme item [MN, 3.4.8] acima, a estimativa de custo global poderá  ser  apurada  por  meio  da  utilização  de  dados  contidos  em  tabela  de  referência  formalmente  aprovada  por órgãos ou entidades da administração pública federal, em publicações técnicas especializadas, em banco de dado s e sistema específico instituído para o setor ou em pesquisa de mercado.;orgao;entidade_coletiva
3.4.8.1.1;Podem  ser  utilizados  valores  de  referência  usualmente  aplicados  pelo  mercado  e/ou  constantes  de publicações técnicas de Órgãos ou Instituições especializadas, desde que observada a atualidade, compatibilidade e aplicação ao objeto orçado, admitindo-se a utilização de parâmetros de custos adotados pela PINI (TCPO) ou outras fontes de referência.;orgao;entidade_coletiva
3.4.9.1;"Em  relação  à  quantidade  do  objeto  pretendido  e  o  período  de  vigência  contratual,  elencados  no  item  [MN, 3.4.9], e considerando a estrita necessidade da CAIXA, cabe ao gestor avaliar, mediante análise de cenários e quando for o caso, possíveis redução de custos em vista das seguintes variáveis: ▪ Economia de escala, ao ter em conta que o aumento de quantitativos tende à redução dos preços; ▪ Projeção de prazos, considerando a diluição dos custos empresariais frente ao período de vigência contratual.";avaliar;processo
3.4.10;A  pesquisa  deve  ser  formal  com  documentação  comprobatória  e  deve  observar  os  prazos  de  validade  dos preços, conforme item [MN, 3.4.5].;deve;processo
3.4.11;O gestor pode realizar consulta pública no Portal de Compras CAIXA.;realizar;processo
3.4.11.2;A consulta pública constitui apenas uma das fontes de pesquisa de preços, não sendo, portanto, prioritária, uma  vez  que  devem  ser  esgotados  todos  os  outros  meios  de  coleta  de  preços,  de  modo  a  refletir  os  valores efetivamente praticados no mercado.;deve;processo
3.4.12;Os orçamentos obtidos na pesquisa que embasam a estimativa de preço devem compor, obrigatoriamente, a demanda de solicitação de contratação.;deve;processo
3.4.13;Não sendo possível realizar pesquisa de preço para a contratação ou obter os orçamentos, o Gestor apresenta as justificativas acerca da inviabilidade e apresenta outras informações que evidencie a compatibilidade dos preços com  o  praticado  no  mercado  para  subsidiar  eventuais  respostas  a  questionamentos  dos  órgãos  de  controle  e fiscalização.;realizar;processo
3.4.13;Não sendo possível realizar pesquisa de preço para a contratação ou obter os orçamentos, o Gestor apresenta as justificativas acerca da inviabilidade e apresenta outras informações que evidencie a compatibilidade dos preços com  o  praticado  no  mercado  para  subsidiar  eventuais  respostas  a  questionamentos  dos  órgãos  de  controle  e fiscalização.;orgao;entidade_coletiva
3.4.14.1;O  método  escolhido  deverá  ser  justificado  independente  da  metodologia  utilizada,  seja  ela  média,  média saneada, mediana, menor preço, aplicação de percentual ou qualquer outra.;utiliza;relacionamento
3.4.14.3;Deverá  ser  apresentada  memória  de  cálculo  que  permita,  de  modo  claro,  a  identificação  dos  dados,  dos parâmetros e da metodologia utilizada para estimativa de preços.;utiliza;relacionamento
3.4.15;O resultado da pesquisa de preço deve ser utilizado para a elaboração da  Planilha de Quantitativos e Preços Estimados contendo os preços unitários do objeto, a quantidade do bem ou serviço e o valor global para amparar o julgamento da melhor proposta.;planilha;documento
3.4.15;O resultado da pesquisa de preço deve ser utilizado para a elaboração da  Planilha de Quantitativos e Preços Estimados contendo os preços unitários do objeto, a quantidade do bem ou serviço e o valor global para amparar o julgamento da melhor proposta.;deve;processo
3.4.15;O resultado da pesquisa de preço deve ser utilizado para a elaboração da  Planilha de Quantitativos e Preços Estimados contendo os preços unitários do objeto, a quantidade do bem ou serviço e o valor global para amparar o julgamento da melhor proposta.;utiliza;relacionamento
3.4.15.1;As Planilhas de Quantitativos e Preços Estimados figuram como obrigatórias em todas as contratações.;planilha;documento
3.4.15.2;Nas contratações de obras e serviços de engenharia, devem ser elaboradas a Planilha Sintética e a Planilha Analítica.;planilha;documento
3.4.15.2;Nas contratações de obras e serviços de engenharia, devem ser elaboradas a Planilha Sintética e a Planilha Analítica.;deve;processo
3.4.15.3;A Planilha de Composição de Preços deve ser apresentada nos casos de serviços que apresentem mão de obra dedicada, mão de obra preponderante e/ou que tenham possibilidade de atingir a anualidade.;planilha;documento
3.4.15.3;A Planilha de Composição de Preços deve ser apresentada nos casos de serviços que apresentem mão de obra dedicada, mão de obra preponderante e/ou que tenham possibilidade de atingir a anualidade.;deve;processo
3.4.15.3.1;A Planilha de Composição de Preços deve ser apresentada pelo gestor, disponibilizada no edital e exigida do licitante vencedor, sendo obrigatória para os serviços com  prevalência de mão de obra dedicada ou serviços com mão de obra preponderante.;planilha;documento
3.4.15.3.1;A Planilha de Composição de Preços deve ser apresentada pelo gestor, disponibilizada no edital e exigida do licitante vencedor, sendo obrigatória para os serviços com  prevalência de mão de obra dedicada ou serviços com mão de obra preponderante.;deve;processo
3.4.15.3.2;Para  serviço  com  mão  de  obra  dedicada  ou  preponderante  também  devem  ser  informados  o  sindicato  e CCT que serviram de referência para a elaboração da planilha de custos e estimativa de preços.;planilha;documento
3.4.15.3.2;Para  serviço  com  mão  de  obra  dedicada  ou  preponderante  também  devem  ser  informados  o  sindicato  e CCT que serviram de referência para a elaboração da planilha de custos e estimativa de preços.;deve;processo
3.4.15.4;A  Planilha  de  Composição  de  Preços  pode  ser  dispensada  apenas  em  situação  excepcional,  devidamente motivada no processo administrativo, desde que para objetos complexos, com alto grau de incerteza em sua definição e/ou  características  muito  peculiares  de  mercado  que  justifiquem  a  medida,   considerando  os  riscos  e  benefícios esperados para a CAIXA no caso concreto.;planilha;documento
3.4.15.4;A  Planilha  de  Composição  de  Preços  pode  ser  dispensada  apenas  em  situação  excepcional,  devidamente motivada no processo administrativo, desde que para objetos complexos, com alto grau de incerteza em sua definição e/ou  características  muito  peculiares  de  mercado  que  justifiquem  a  medida,   considerando  os  riscos  e  benefícios esperados para a CAIXA no caso concreto.;processo administrativo;documento
3.4.15.4.1;A hipótese de dispensa de Planilha de Composição de Preços prevista no item [MN, 3.4.15.4] não se aplica para contratos de serviços com mão de obra dedicada.;planilha;documento
3.4.16;Deve ser estabelecido o critério de revisão de preços a ser utilizado no contrato, caso atingida a anualidade, de acordo com o tipo de contrato, conforme tabela abaixo: Tipo de contrato Contratos  de  serviço  com  prevalência  de  mão  de  obra dedicada Contratos de serviços com mão de obra preponderante Contratos  de  serviços  sem  preponderância  de  mão  de obra Contratos  de  serviço  sem  planilha  de  composição  de custos Contratos serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade Contratos  de  escopo  em  que  não  haja  serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade escopo haja que em de Critério de Revisão de Preços Cesta de índices Cesta de índices Um ou mais índices, ou cesta de índices Um ou mais índices Um ou mais índices, ou cesta de índices Um ou mais índices;planilha;documento
3.4.16;Deve ser estabelecido o critério de revisão de preços a ser utilizado no contrato, caso atingida a anualidade, de acordo com o tipo de contrato, conforme tabela abaixo: Tipo de contrato Contratos  de  serviço  com  prevalência  de  mão  de  obra dedicada Contratos de serviços com mão de obra preponderante Contratos  de  serviços  sem  preponderância  de  mão  de obra Contratos  de  serviço  sem  planilha  de  composição  de custos Contratos serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade Contratos  de  escopo  em  que  não  haja  serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade escopo haja que em de Critério de Revisão de Preços Cesta de índices Cesta de índices Um ou mais índices, ou cesta de índices Um ou mais índices Um ou mais índices, ou cesta de índices Um ou mais índices;deve;processo
3.4.16;Deve ser estabelecido o critério de revisão de preços a ser utilizado no contrato, caso atingida a anualidade, de acordo com o tipo de contrato, conforme tabela abaixo: Tipo de contrato Contratos  de  serviço  com  prevalência  de  mão  de  obra dedicada Contratos de serviços com mão de obra preponderante Contratos  de  serviços  sem  preponderância  de  mão  de obra Contratos  de  serviço  sem  planilha  de  composição  de custos Contratos serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade Contratos  de  escopo  em  que  não  haja  serviços preestabelecidos,  desde  o  contrato  original,  para execução após anualidade escopo haja que em de Critério de Revisão de Preços Cesta de índices Cesta de índices Um ou mais índices, ou cesta de índices Um ou mais índices Um ou mais índices, ou cesta de índices Um ou mais índices;utiliza;relacionamento
3.4.16.1;Na  indicação  do  critério  a  ser  utilizado  o  gestor  deve  apresentar  a  fórmula  para  a  cesta  de  índices,  ou detalhar os índices definidos, de acordo com o tipo de contrato.;deve;processo
3.4.16.1;Na  indicação  do  critério  a  ser  utilizado  o  gestor  deve  apresentar  a  fórmula  para  a  cesta  de  índices,  ou detalhar os índices definidos, de acordo com o tipo de contrato.;utiliza;relacionamento
3.4.16.1.1;Em caso de uso da cesta de índices, ela deve ser apresentada na planilha de custos elaborada , trazendo também redação exata da fórmula paramétrica representativa da cesta  a ser definida no contrato.;planilha;documento
